hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,24,2015,December,52,24,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,58.0,0,1,Check-Out,2015-12-29
City Hotel,0,15,2015,September,37,8,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13.0,,0,Transient,84.0,0,1,Check-Out,2015-09-11
Resort Hotel,0,20,2015,November,47,18,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,,0,Transient,56.0,0,1,Check-Out,2015-11-21
Resort Hotel,0,237,2016,September,37,4,2,3,3,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,175.0,,0,Transient,134.3,0,0,Check-Out,2016-09-09
City Hotel,0,7,2016,April,15,9,2,1,2,1.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,8.0,,0,Transient,133.83,0,2,Check-Out,2016-04-12
Resort Hotel,0,59,2016,May,20,9,0,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,I,0,No Deposit,393.0,,0,Transient-Party,0.0,0,1,Check-Out,2016-05-09
City Hotel,0,103,2017,March,10,5,2,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,72.94,0,0,Check-Out,2017-03-09
City Hotel,1,51,2017,April,15,10,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2017-02-23
City Hotel,1,185,2015,July,28,5,4,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0,0,Canceled,2015-05-14
City Hotel,1,4,2015,December,53,30,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.0,0,1,Canceled,2015-12-27
City Hotel,0,99,2017,May,19,13,2,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.4,0,1,Check-Out,2017-05-18
Resort Hotel,0,0,2015,December,50,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient,38.0,1,1,Check-Out,2015-12-11
City Hotel,1,414,2015,December,49,5,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-07-23
City Hotel,1,276,2016,September,39,22,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,178,Transient-Party,95.0,0,0,Canceled,2016-08-30
City Hotel,1,250,2017,June,24,17,2,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.8,0,2,Canceled,2016-10-10
City Hotel,0,4,2015,September,39,25,2,3,1,0.0,0,BB,CHE,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,170.0,0,0,Check-Out,2015-09-30
Resort Hotel,0,1,2016,April,15,5,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,75.0,0,1,Check-Out,2016-04-06
Resort Hotel,0,29,2016,February,9,27,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Transient,26.1,0,0,Check-Out,2016-03-05
Resort Hotel,1,41,2015,December,53,30,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,86.29,0,1,Canceled,2015-12-25
City Hotel,1,166,2017,July,29,21,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,122.7,0,0,Canceled,2017-04-22
City Hotel,0,42,2017,February,8,19,2,3,1,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,61.93,0,2,Check-Out,2017-02-24
Resort Hotel,1,225,2017,August,32,8,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,206.0,0,2,Canceled,2017-01-12
Resort Hotel,0,1,2016,September,39,22,0,1,2,0.0,0,BB,PRT,Direct,TA/TO,0,0,0,A,C,0,No Deposit,,,0,Transient,126.0,1,1,Check-Out,2016-09-23
City Hotel,0,16,2015,August,32,8,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-08-12
Resort Hotel,0,1,2015,November,45,6,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,41.48,0,0,Check-Out,2015-11-13
Resort Hotel,1,11,2016,March,13,24,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,85.0,0,1,No-Show,2016-03-24
City Hotel,0,2,2016,December,52,20,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,79.5,0,1,Check-Out,2016-12-23
City Hotel,0,125,2016,June,27,27,1,5,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,121.55,0,2,Check-Out,2016-07-03
City Hotel,0,40,2016,October,41,3,1,4,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7.0,,0,Transient,95.48,0,1,Check-Out,2016-10-08
Resort Hotel,0,0,2017,March,10,5,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,70.0,0,0,Check-Out,2017-03-08
Resort Hotel,0,0,2015,July,28,5,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,306.0,,0,Transient,85.1,0,0,Check-Out,2015-07-06
Resort Hotel,0,1,2016,September,36,2,0,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,161.0,1,1,Check-Out,2016-09-03
City Hotel,1,50,2016,December,53,27,0,1,2,1.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,111.6,0,0,Canceled,2016-11-07
City Hotel,0,20,2017,July,30,25,0,2,2,0.0,0,BB,CHN,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,150.0,0,1,Check-Out,2017-07-27
Resort Hotel,1,59,2015,July,28,11,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,111.25,0,2,Canceled,2015-05-19
City Hotel,0,68,2015,September,37,12,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-09-16
City Hotel,1,215,2017,August,35,30,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,162.0,0,0,Canceled,2017-06-25
Resort Hotel,1,41,2015,August,35,27,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,112.34,0,0,Canceled,2015-07-17
City Hotel,0,0,2016,August,34,16,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,207.0,0,1,Check-Out,2016-08-17
City Hotel,0,3,2016,December,50,4,2,0,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,89.0,0,0,Check-Out,2016-12-06
City Hotel,1,7,2015,August,34,18,0,4,2,0.0,0,BB,MOZ,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,75.0,0,0,Canceled,2015-08-18
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0,Canceled,2016-01-18
City Hotel,0,0,2016,March,13,21,1,0,2,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,E,G,0,No Deposit,,174.0,0,Transient-Party,135.0,0,0,Check-Out,2016-03-22
City Hotel,1,52,2017,January,3,21,2,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,78.15,0,0,Canceled,2016-11-30
City Hotel,1,80,2017,July,30,26,0,4,2,2.0,0,HB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,287.0,0,1,Canceled,2017-05-13
City Hotel,1,5,2015,September,38,17,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient,158.0,0,1,Canceled,2015-09-14
Resort Hotel,1,178,2016,July,27,1,2,5,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,81.0,0,1,Canceled,2016-02-12
City Hotel,1,120,2017,July,30,29,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9.0,,0,Transient,195.0,0,1,Canceled,2017-04-06
City Hotel,1,273,2016,July,28,4,3,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9.0,,0,Contract,104.4,0,0,Canceled,2015-12-07
City Hotel,0,132,2015,July,30,23,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,90.0,0,0,Check-Out,2015-07-24
Resort Hotel,1,168,2017,January,1,1,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,42.69,0,0,Canceled,2016-07-17
City Hotel,0,184,2016,October,43,17,1,3,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,128.7,0,2,Check-Out,2016-10-21
City Hotel,1,27,2017,June,23,6,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,1,Canceled,2017-05-22
Resort Hotel,1,322,2017,January,2,10,16,40,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,25.5,0,0,Canceled,2016-10-31
City Hotel,0,14,2016,February,9,22,1,3,3,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,118.0,0,1,Check-Out,2016-02-26
City Hotel,1,237,2016,December,53,28,2,5,2,1.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,80.26,0,0,Canceled,2016-06-13
City Hotel,1,22,2015,September,38,18,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,124.0,0,1,Canceled,2015-08-31
City Hotel,1,248,2017,April,15,9,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,58.0,,0,Transient-Party,80.0,0,1,Canceled,2017-04-04
City Hotel,0,31,2015,December,50,11,1,2,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,55.8,0,1,Check-Out,2015-12-14
City Hotel,0,12,2016,December,49,3,2,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,28.0,,0,Transient,68.0,0,2,Check-Out,2016-12-08
City Hotel,0,138,2016,July,31,27,2,5,3,1.0,0,HB,FRA,Direct,Direct,0,0,0,F,F,1,No Deposit,14.0,,0,Transient,227.78,0,1,Check-Out,2016-08-03
City Hotel,1,199,2016,December,53,29,0,3,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,107.1,0,0,No-Show,2016-12-29
City Hotel,1,279,2016,October,42,12,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,98.0,,0,Transient,110.0,0,0,Canceled,2016-05-05
City Hotel,1,210,2015,October,41,8,1,3,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,0.0,0,0,Canceled,2015-10-05
Resort Hotel,1,22,2016,September,39,24,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,119.0,0,0,Canceled,2016-09-04
City Hotel,0,0,2015,August,32,6,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,67.0,0,0,Check-Out,2015-08-07
City Hotel,0,504,2017,August,32,12,2,1,2,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,1,Check-Out,2017-08-15
Resort Hotel,0,317,2017,April,17,23,2,5,2,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,D,D,1,No Deposit,273.0,,64,Transient-Party,78.94,0,0,Check-Out,2017-04-30
Resort Hotel,1,221,2017,August,33,15,1,5,1,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,224.33,0,2,Canceled,2017-01-09
City Hotel,1,342,2015,September,39,24,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0,0,Canceled,2015-08-21
City Hotel,0,90,2016,June,27,26,2,4,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.3,0,0,Check-Out,2016-07-02
City Hotel,1,19,2017,May,19,10,2,7,3,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,201.0,0,0,Canceled,2017-05-03
Resort Hotel,1,31,2017,August,33,17,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,13,A,A,0,No Deposit,,154.0,0,Transient,135.0,0,0,Canceled,2017-08-10
City Hotel,1,316,2016,May,22,26,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,30.0,,0,Transient-Party,100.0,0,0,Canceled,2016-05-23
Resort Hotel,0,1,2017,January,4,23,1,0,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,241.0,,0,Transient,57.06,1,1,Check-Out,2017-01-24
Resort Hotel,0,1,2016,March,10,1,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.0,0,0,Check-Out,2016-03-02
City Hotel,0,54,2016,November,45,5,2,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.33,0,3,Check-Out,2016-11-08
City Hotel,1,76,2016,August,33,10,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,122.4,0,1,Canceled,2016-07-24
City Hotel,1,359,2017,May,19,9,0,3,2,0.0,0,BB,BEN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,122.4,0,2,Canceled,2017-03-27
City Hotel,0,64,2017,April,14,5,2,4,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,418.0,0,Transient-Party,110.0,0,0,Check-Out,2017-04-11
City Hotel,0,27,2015,December,53,27,2,0,2,0.0,0,BB,UKR,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,9.0,,0,Contract,87.0,0,2,Check-Out,2015-12-29
City Hotel,1,34,2017,January,3,18,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19.0,,0,Transient-Party,75.0,0,0,Canceled,2016-12-15
Resort Hotel,0,159,2016,June,24,5,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,81.85,0,1,Check-Out,2016-06-12
City Hotel,0,38,2016,December,49,2,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,,9,Transient-Party,85.0,0,0,Check-Out,2016-12-04
City Hotel,0,137,2017,March,10,6,1,1,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,80.0,0,1,Check-Out,2017-03-08
City Hotel,1,20,2017,January,2,12,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.5,0,1,Canceled,2017-01-04
City Hotel,0,57,2016,November,46,11,0,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2016-11-13
City Hotel,0,4,2017,May,22,30,0,1,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,94.0,0,0,Check-Out,2017-05-31
Resort Hotel,1,6,2016,March,11,10,0,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,58.0,0,0,Canceled,2016-03-04
Resort Hotel,0,94,2016,June,24,10,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,6,No Deposit,240.0,,0,Transient-Party,163.0,1,0,Check-Out,2016-06-12
Resort Hotel,1,44,2017,August,34,24,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,240.0,0,1,Canceled,2017-07-13
Resort Hotel,1,327,2016,July,28,9,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,130.5,0,0,Canceled,2015-11-11
City Hotel,1,104,2017,February,6,5,2,0,2,1.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.44,0,0,Canceled,2016-11-11
City Hotel,0,1,2016,July,30,20,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,118.0,1,0,Check-Out,2016-07-21
City Hotel,0,86,2016,November,47,18,1,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.2,0,2,Check-Out,2016-11-21
City Hotel,0,144,2017,May,18,6,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52.0,,0,Transient-Party,90.0,0,1,Check-Out,2017-05-09
City Hotel,1,66,2015,October,41,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,75.0,0,0,Canceled,2015-08-25
City Hotel,1,40,2016,March,13,25,1,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,201.95,0,0,Canceled,2016-02-17
City Hotel,0,129,2016,October,42,15,2,5,3,0.0,0,BB,FRA,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,,0,Transient,203.0,0,0,Check-Out,2016-10-22
City Hotel,0,15,2017,January,3,16,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.67,0,0,Check-Out,2017-01-19
Resort Hotel,1,67,2016,July,32,31,1,0,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,179.0,0,0,Canceled,2016-06-03
City Hotel,0,1,2016,December,51,17,2,4,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,142.38,0,0,Check-Out,2016-12-23
City Hotel,0,32,2015,November,47,20,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119.0,,0,Transient-Party,73.0,0,0,Check-Out,2015-11-22
City Hotel,0,19,2015,July,30,25,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-07-29
City Hotel,1,276,2015,July,30,20,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02
City Hotel,0,18,2017,June,24,11,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.0,0,1,Check-Out,2017-06-15
City Hotel,1,364,2015,October,42,16,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6.0,,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
City Hotel,0,465,2017,July,30,26,0,3,2,0.0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,0,Check-Out,2017-07-29
City Hotel,0,92,2016,May,23,30,1,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,79.0,,0,Transient,101.52,0,0,Check-Out,2016-06-02
City Hotel,0,0,2015,October,41,5,1,0,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,96.0,0,0,Check-Out,2015-10-06
City Hotel,1,277,2017,January,2,13,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,59.91,0,0,Canceled,2016-04-11
Resort Hotel,0,115,2015,August,34,16,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,240.0,,0,Transient,196.0,0,1,Check-Out,2015-08-23
City Hotel,0,50,2016,January,3,14,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,43,Transient-Party,52.0,0,1,Check-Out,2016-01-17
City Hotel,0,43,2017,June,22,3,2,1,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,179.0,0,1,Check-Out,2017-06-06
Resort Hotel,1,139,2016,July,28,3,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,181.0,0,0,Canceled,2016-05-19
City Hotel,1,70,2016,September,36,3,2,4,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,170.1,0,0,Canceled,2016-06-26
City Hotel,1,146,2015,December,53,29,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,99,Transient-Party,85.0,0,0,Canceled,2015-11-23
City Hotel,0,313,2016,December,49,1,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,91.8,0,1,Check-Out,2016-12-04
City Hotel,1,405,2017,July,27,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,80.0,0,0,Canceled,2017-06-23
City Hotel,0,20,2017,March,11,13,1,1,1,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,254.0,,0,Transient-Party,178.0,0,0,Check-Out,2017-03-15
City Hotel,0,41,2016,February,9,22,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,71.53,0,0,Check-Out,2016-02-25
Resort Hotel,1,314,2017,June,23,10,2,6,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,101.7,0,2,Canceled,2017-05-12
Resort Hotel,1,54,2015,July,31,26,2,4,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,95.02,0,2,Canceled,2015-06-03
City Hotel,0,82,2016,September,37,6,0,5,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,86.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-09-11
Resort Hotel,0,188,2015,July,28,11,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,106.15,0,0,Check-Out,2015-07-18
City Hotel,0,84,2016,October,44,26,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.9,0,1,Check-Out,2016-10-29
Resort Hotel,0,0,2016,February,9,21,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,55.0,0,0,Check-Out,2016-02-22
City Hotel,1,286,2016,May,21,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,75,Transient,65.0,0,0,Canceled,2015-10-19
Resort Hotel,1,26,2015,September,37,6,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,117.8,0,1,Canceled,2015-08-31
City Hotel,0,18,2016,September,38,11,1,0,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.0,0,2,Check-Out,2016-09-12
Resort Hotel,0,61,2015,July,30,25,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,135.0,0,0,Check-Out,2015-07-30
City Hotel,0,198,2017,March,11,17,1,2,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,2,Check-Out,2017-03-20
City Hotel,0,15,2017,June,23,6,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient,121.0,0,1,Check-Out,2017-06-09
Resort Hotel,0,25,2015,October,44,31,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,46.65,1,1,Check-Out,2015-11-06
Resort Hotel,1,12,2016,December,53,27,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,421.0,0,Transient,50.4,0,0,Canceled,2016-12-24
City Hotel,0,74,2015,September,38,18,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Check-Out,2015-09-20
Resort Hotel,1,120,2015,September,38,13,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,107.0,0,2,Canceled,2015-07-31
